video_id,title,category,subcategory,region,channel_type,published_at,trending_date,views,likes,comments,shares,watch_time_minutes,subscriber_count,days_since_published,tag_count,ad_spend
YT00568,Science creator video 568: trending ideas,Education,Science,Canada,Individual,2025-05-24,2025-06-02,473375,28971,3743,1031,25693.59,1560142,9,14,15198
YT00569,Science creator video 569: trending ideas,Education,Science,Canada,Educational,2025-05-07,2025-05-17,303572,24881,1659,2128,14527.06,1102655,10,11,13575
YT00570,Science creator video 570: trending ideas,Education,Science,United States,Brand,2025-03-14,2025-03-22,443688,32754,1137,2838,68226.67,2290827,8,6,9849
YT00571,Science creator video 571: trending ideas,Education,Science,Canada,Brand,2025-06-20,2025-06-25,446501,39715,2700,2558,111547.53,103718,5,11,16428
YT00572,Hip Hop creator video 572: trending ideas,Music,Hip Hop,India,Media Company,2025-07-21,2025-08-03,622659,59945,5153,1811,126474.99,293792,13,18,10611
YT00573,Comedy creator video 573: trending ideas,Entertainment,Comedy,Canada,Media Company,2025-07-10,2025-07-19,877073,63824,11467,4403,84145.3,3211849,9,17,8799
YT00574,Film & Animation creator video 574: trending ideas,Entertainment,Film & Animation,Canada,Media Company,2025-05-01,2025-05-08,937047,70432,5547,5447,137162.88,3598115,7,3,11986
YT00575,Science creator video 575: trending ideas,Education,Science,United States,Educational,2025-03-13,2025-03-27,208143,7995,328,549,39259.19,2134647,14,14,1435
YT00576,Comedy creator video 576: trending ideas,Entertainment,Comedy,Canada,Individual,2025-10-25,2025-11-07,497339,41356,4370,978,32668.21,2773111,13,6,3212
YT00577,Technology creator video 577: trending ideas,Education,Technology,United States,Individual,2025-10-07,2025-10-18,389957,23487,2827,1539,84850.02,2960289,11,12,4699
YT00578,Comedy creator video 578: trending ideas,Entertainment,Comedy,United States,Educational,2025-03-11,2025-03-13,818232,63218,5208,2415,162469.21,2565359,2,14,13306
YT00579,Film & Animation creator video 579: trending ideas,Entertainment,Film & Animation,United States,Individual,2025-07-06,2025-07-08,461376,12717,790,611,124553.48,3163955,2,17,8105
YT00580,Science creator video 580: trending ideas,Education,Science,Australia,Educational,2025-07-02,2025-07-13,182656,5575,835,136,45582.46,13415,11,14,7864
YT00581,Walkthrough creator video 581: trending ideas,Gaming,Walkthrough,United States,Brand,2025-04-20,2025-04-30,460663,28758,3185,1164,32423.65,757943,10,4,12060
YT00582,Film & Animation creator video 582: trending ideas,Entertainment,Film & Animation,Australia,Individual,2025-10-27,2025-10-30,564185,25573,3288,1030,111943.45,3077991,3,6,12819
YT00583,Technology creator video 583: trending ideas,Education,Technology,United Kingdom,Educational,2025-10-04,2025-10-11,481777,42073,6994,2196,57847.84,166571,7,18,16575
YT00584,Pop creator video 584: trending ideas,Music,Pop,India,Educational,2025-01-03,2025-01-07,451198,17755,2774,414,108672.6,3733792,4,10,6210
YT00585,Walkthrough creator video 585: trending ideas,Gaming,Walkthrough,United States,Brand,2025-04-30,2025-05-12,760484,47892,6190,1881,179647.01,1801959,12,11,8219
YT00586,Comedy creator video 586: trending ideas,Entertainment,Comedy,United Kingdom,Individual,2025-08-27,2025-09-07,291293,21885,915,1176,26447.75,2213459,11,14,12845
YT00587,Walkthrough creator video 587: trending ideas,Gaming,Walkthrough,United Kingdom,Brand,2025-08-08,2025-08-17,495379,25734,2835,1942,70832.97,1111155,9,12,6886
YT00588,Pop creator video 588: trending ideas,Music,Pop,United States,Educational,2025-08-25,2025-08-28,1001355,44270,2846,3983,45448.16,2270180,3,5,12265
YT00589,Pop creator video 589: trending ideas,Music,Pop,Australia,Educational,2025-01-21,2025-01-24,389769,46670,6046,3774,64963.58,625516,3,4,7801
YT00590,Technology creator video 590: trending ideas,Education,Technology,Australia,Educational,2025-07-16,2025-07-27,226704,22454,4006,1251,14967.19,1689801,11,12,2858
YT00591,Pop creator video 591: trending ideas,Music,Pop,United Kingdom,Individual,2025-01-23,2025-01-27,683828,21363,2613,1045,172292.14,1835509,4,2,10179
YT00592,Science creator video 592: trending ideas,Education,Science,United Kingdom,Brand,2025-01-20,2025-01-31,635858,21331,3207,1488,57630.91,2682747,11,10,16883
YT00593,Science creator video 593: trending ideas,Education,Science,Canada,Individual,2025-07-30,2025-08-06,372882,36815,6536,2212,100611.96,3838096,7,9,6264
YT00594,Film & Animation creator video 594: trending ideas,Entertainment,Film & Animation,United States,Individual,2025-08-17,2025-08-22,793228,54004,2990,1501,209686.81,1355710,5,17,11543
YT00595,Technology creator video 595: trending ideas,Education,Technology,Australia,Individual,2025-01-07,2025-01-15,346164,20213,932,440,63253.39,3476832,8,12,4986
YT00596,Technology creator video 596: trending ideas,Education,Technology,Canada,Media Company,2025-01-07,2025-01-18,538367,32244,5617,2387,98468.57,2786723,11,17,9644
YT00597,Esports creator video 597: trending ideas,Gaming,Esports,Canada,Individual,2025-02-01,2025-02-13,308636,25431,4052,745,71976.32,457580,12,12,7178
YT00598,Science creator video 598: trending ideas,Education,Science,India,Educational,2025-05-06,2025-05-20,169099,13881,2043,434,27562.73,978132,14,5,2929
YT00599,Science creator video 599: trending ideas,Education,Science,Canada,Individual,2025-08-07,2025-08-08,742460,33750,2518,3004,185261.9,2578626,1,10,15015
YT00600,Film & Animation creator video 600: trending ideas,Entertainment,Film & Animation,United States,Individual,2025-03-03,2025-03-16,524890,31761,4432,2757,107555.0,2384410,13,3,13869
YT00601,Comedy creator video 601: trending ideas,Entertainment,Comedy,United States,Educational,2025-03-02,2025-03-10,413040,19875,2934,335,32506.38,3430581,8,12,4596
YT00602,Technology creator video 602: trending ideas,Education,Technology,United Kingdom,Brand,2025-02-26,2025-02-28,504670,56459,2810,3319,53190.87,1234992,2,9,15977
YT00603,Walkthrough creator video 603: trending ideas,Gaming,Walkthrough,United States,Educational,2025-01-06,2025-01-14,622097,46998,7436,757,160094.73,1188463,8,13,10416
YT00604,Esports creator video 604: trending ideas,Gaming,Esports,United States,Individual,2025-05-03,2025-05-11,411360,31817,5332,2827,54530.39,402831,8,5,12257
YT00605,Hip Hop creator video 605: trending ideas,Music,Hip Hop,United Kingdom,Individual,2025-01-12,2025-01-17,248125,27586,2248,2447,68087.9,559708,5,3,6298
YT00606,Technology creator video 606: trending ideas,Education,Technology,India,Individual,2025-06-07,2025-06-16,205468,11402,1055,785,40835.0,2707913,9,10,10747
YT00607,Science creator video 607: trending ideas,Education,Science,India,Media Company,2025-03-10,2025-03-22,202942,23621,2684,1165,54322.12,738963,12,7,6638
YT00608,Film & Animation creator video 608: trending ideas,Entertainment,Film & Animation,United States,Brand,2025-07-06,2025-07-19,336008,29582,2785,968,46179.69,3975167,13,18,440
YT00609,Film & Animation creator video 609: trending ideas,Entertainment,Film & Animation,United States,Educational,2025-04-13,2025-04-14,531811,13660,1099,1176,53286.26,2614546,1,6,4745
YT00610,Comedy creator video 610: trending ideas,Entertainment,Comedy,India,Educational,2025-07-15,2025-07-16,353278,28250,4360,1225,57386.76,1990476,1,4,8082
YT00611,Esports creator video 611: trending ideas,Gaming,Esports,United States,Media Company,2025-08-02,2025-08-08,786019,44272,6561,2259,175642.48,3647478,6,12,11025
YT00612,Pop creator video 612: trending ideas,Music,Pop,United Kingdom,Individual,2025-07-02,2025-07-12,175914,9391,763,235,48169.65,2627373,10,10,2908
YT00613,Hip Hop creator video 613: trending ideas,Music,Hip Hop,India,Media Company,2025-01-05,2025-01-07,676414,63179,7054,3688,70139.21,1784840,2,5,11576
YT00614,Pop creator video 614: trending ideas,Music,Pop,United States,Educational,2025-04-04,2025-04-06,1119172,29042,3497,2102,291294.1,2398008,2,7,17566
YT00615,Film & Animation creator video 615: trending ideas,Entertainment,Film & Animation,Australia,Media Company,2025-08-11,2025-08-19,508475,55117,4228,1053,81264.84,606208,8,11,7798
YT00616,Comedy creator video 616: trending ideas,Entertainment,Comedy,Canada,Brand,2025-10-11,2025-10-18,267128,19667,732,480,42538.76,850837,7,16,1251
YT00617,Film & Animation creator video 617: trending ideas,Entertainment,Film & Animation,Canada,Brand,2025-07-07,2025-07-10,522353,35437,4218,941,22543.13,24563,3,14,10781
YT00618,Esports creator video 618: trending ideas,Gaming,Esports,United States,Brand,2025-08-16,2025-08-28,484748,47537,2747,4198,132821.76,2816617,12,11,3705
YT00619,Comedy creator video 619: trending ideas,Entertainment,Comedy,United Kingdom,Media Company,2025-09-20,2025-09-29,357989,38452,2609,1994,55406.17,155060,9,2,11702
YT00620,Esports creator video 620: trending ideas,Gaming,Esports,United Kingdom,Brand,2025-05-01,2025-05-02,563079,66253,4347,5768,73914.41,205806,1,5,14899
YT00621,Hip Hop creator video 621: trending ideas,Music,Hip Hop,Australia,Educational,2025-06-12,2025-06-23,470477,13877,2180,409,63042.68,1385883,11,18,3993
YT00622,Comedy creator video 622: trending ideas,Entertainment,Comedy,Australia,Media Company,2025-03-16,2025-03-23,334472,27152,4414,973,18589.28,707740,7,7,6234
YT00623,Science creator video 623: trending ideas,Education,Science,Australia,Media Company,2025-07-30,2025-08-09,741357,37854,6703,1502,44334.11,3466786,10,18,14320
YT00624,Esports creator video 624: trending ideas,Gaming,Esports,United States,Educational,2025-04-24,2025-04-28,458243,47388,4038,3495,102122.3,517804,4,5,14629
YT00625,Esports creator video 625: trending ideas,Gaming,Esports,India,Brand,2025-10-13,2025-10-22,520284,49662,7108,1559,94418.65,3194195,9,4,1942
YT00626,Esports creator video 626: trending ideas,Gaming,Esports,Canada,Media Company,2025-09-17,2025-09-21,489202,39737,3113,3286,46950.4,1383424,4,9,12751
YT00627,Pop creator video 627: trending ideas,Music,Pop,Australia,Educational,2025-10-24,2025-10-31,417508,13636,1310,257,107286.77,1809587,7,13,6100
YT00628,Technology creator video 628: trending ideas,Education,Technology,Australia,Media Company,2025-01-30,2025-02-06,259515,8488,580,630,38736.4,1839732,7,6,462
YT00629,Walkthrough creator video 629: trending ideas,Gaming,Walkthrough,Australia,Educational,2025-04-12,2025-04-26,348677,15030,625,708,49112.75,1540574,14,15,8273
YT00630,Science creator video 630: trending ideas,Education,Science,United Kingdom,Brand,2025-07-02,2025-07-10,192844,14443,2096,384,46657.86,429886,8,10,2825
YT00631,Film & Animation creator video 631: trending ideas,Entertainment,Film & Animation,United States,Media Company,2025-01-11,2025-01-23,494337,43104,6819,2848,21901.83,2203080,12,13,3621
YT00632,Walkthrough creator video 632: trending ideas,Gaming,Walkthrough,Australia,Brand,2025-04-01,2025-04-12,364449,13668,900,649,89937.3,1250642,11,6,10558
YT00633,Hip Hop creator video 633: trending ideas,Music,Hip Hop,Australia,Brand,2025-05-17,2025-05-29,416962,17888,1071,1422,63472.51,2678454,12,3,7025
YT00634,Hip Hop creator video 634: trending ideas,Music,Hip Hop,Canada,Individual,2025-07-09,2025-07-20,511767,58717,3675,2810,95849.48,2047277,11,15,7179
YT00635,Film & Animation creator video 635: trending ideas,Entertainment,Film & Animation,Canada,Individual,2025-06-24,2025-06-27,585891,19879,3437,664,57450.18,3700083,3,17,2875
YT00636,Walkthrough creator video 636: trending ideas,Gaming,Walkthrough,United Kingdom,Educational,2025-05-22,2025-05-31,466204,24309,4078,1409,34417.66,2638265,9,15,7372
YT00637,Esports creator video 637: trending ideas,Gaming,Esports,United Kingdom,Brand,2025-10-03,2025-10-12,697326,72910,6787,2994,114470.1,3844062,9,14,2655
YT00638,Science creator video 638: trending ideas,Education,Science,United Kingdom,Brand,2025-09-04,2025-09-13,140788,11283,1281,798,21315.58,177497,9,11,1872
YT00639,Hip Hop creator video 639: trending ideas,Music,Hip Hop,United Kingdom,Brand,2025-04-19,2025-05-01,449388,23466,1113,759,28902.42,781235,12,8,14294
YT00640,Esports creator video 640: trending ideas,Gaming,Esports,United Kingdom,Media Company,2025-06-26,2025-07-07,496696,56751,2433,4890,93742.11,1805259,11,14,1277
YT00641,Film & Animation creator video 641: trending ideas,Entertainment,Film & Animation,Canada,Brand,2025-02-01,2025-02-08,251169,26796,2238,1519,58472.24,395820,7,13,6160
YT00642,Walkthrough creator video 642: trending ideas,Gaming,Walkthrough,United Kingdom,Educational,2025-05-25,2025-06-05,182701,13265,841,670,17458.54,3155057,11,9,283
YT00643,Comedy creator video 643: trending ideas,Entertainment,Comedy,India,Educational,2025-09-03,2025-09-13,603045,22896,1808,1266,29869.13,2086120,10,10,9754
YT00644,Esports creator video 644: trending ideas,Gaming,Esports,United States,Brand,2025-03-29,2025-04-04,258437,17184,1318,1487,32955.42,2939613,6,6,1438
YT00645,Pop creator video 645: trending ideas,Music,Pop,Australia,Individual,2025-10-02,2025-10-11,479121,52774,6299,2188,52300.98,605307,9,14,7097
YT00646,Science creator video 646: trending ideas,Education,Science,India,Media Company,2025-04-25,2025-05-08,496441,45540,7016,2321,74153.66,3774590,13,13,16612
YT00647,Hip Hop creator video 647: trending ideas,Music,Hip Hop,United Kingdom,Educational,2025-05-08,2025-05-14,473158,51086,1852,889,82442.68,3173361,6,10,4761
YT00648,Pop creator video 648: trending ideas,Music,Pop,Canada,Brand,2025-03-12,2025-03-22,1027340,90443,13247,4801,159363.25,3883493,10,10,17673
YT00649,Comedy creator video 649: trending ideas,Entertainment,Comedy,United Kingdom,Individual,2025-03-07,2025-03-20,249791,11841,1925,654,22848.69,2594234,13,10,754
YT00650,Technology creator video 650: trending ideas,Education,Technology,India,Media Company,2025-06-24,2025-06-29,602941,19688,2313,1419,38791.79,3917459,5,16,14840
YT00651,Film & Animation creator video 651: trending ideas,Entertainment,Film & Animation,India,Educational,2025-06-04,2025-06-18,971399,28198,856,1034,216931.86,3870634,14,6,15289
YT00652,Hip Hop creator video 652: trending ideas,Music,Hip Hop,Australia,Media Company,2025-10-21,2025-11-01,371343,18784,1387,910,71269.86,569588,11,13,12115
YT00653,Walkthrough creator video 653: trending ideas,Gaming,Walkthrough,United States,Individual,2025-03-29,2025-04-10,581345,17669,2081,987,62968.76,1375987,12,17,9873
YT00654,Pop creator video 654: trending ideas,Music,Pop,India,Media Company,2025-05-03,2025-05-11,788950,77038,8085,3231,196269.89,1186924,8,6,11927
YT00655,Technology creator video 655: trending ideas,Education,Technology,United States,Media Company,2025-10-10,2025-10-22,123700,14490,2282,706,33376.83,1248063,12,8,11752
YT00656,Hip Hop creator video 656: trending ideas,Music,Hip Hop,India,Brand,2025-06-10,2025-06-19,697670,58194,4204,5159,98019.1,2463800,9,13,10130
YT00657,Esports creator video 657: trending ideas,Gaming,Esports,Australia,Media Company,2025-04-27,2025-05-07,327764,25454,2978,1793,82550.33,1433422,10,2,6947
YT00658,Film & Animation creator video 658: trending ideas,Entertainment,Film & Animation,Australia,Educational,2025-10-04,2025-10-14,419755,49775,8040,3778,42346.2,1474298,10,13,5223
YT00659,Technology creator video 659: trending ideas,Education,Technology,Canada,Individual,2025-08-13,2025-08-19,697488,75572,12245,6552,30101.88,3983568,6,14,14868
YT00660,Esports creator video 660: trending ideas,Gaming,Esports,United Kingdom,Educational,2025-05-11,2025-05-16,460061,29637,4806,2232,28373.06,603257,5,14,8602
YT00661,Pop creator video 661: trending ideas,Music,Pop,United Kingdom,Educational,2025-02-03,2025-02-13,750636,68478,3670,3199,188940.49,1445407,10,11,11077
YT00662,Esports creator video 662: trending ideas,Gaming,Esports,Canada,Individual,2025-08-10,2025-08-11,452590,45095,2704,2480,93977.05,1795617,1,11,6229
YT00663,Esports creator video 663: trending ideas,Gaming,Esports,Australia,Educational,2025-09-29,2025-10-10,608000,43863,2608,771,169335.61,2728393,11,13,7743
YT00664,Walkthrough creator video 664: trending ideas,Gaming,Walkthrough,India,Individual,2025-01-23,2025-02-01,309080,18998,3250,1437,67357.17,3298711,9,16,4024
YT00665,Film & Animation creator video 665: trending ideas,Entertainment,Film & Animation,United Kingdom,Educational,2025-08-24,2025-09-01,325711,24141,1366,1352,13275.47,3589033,8,14,998
YT00666,Technology creator video 666: trending ideas,Education,Technology,United Kingdom,Brand,2025-02-14,2025-02-25,194855,19427,2222,650,27410.39,2793052,11,12,5732
YT00667,Comedy creator video 667: trending ideas,Entertainment,Comedy,India,Media Company,2025-05-14,2025-05-17,444083,12026,544,1044,106011.08,1728738,3,12,8935
YT00668,Esports creator video 668: trending ideas,Gaming,Esports,Canada,Media Company,2025-07-01,2025-07-04,450616,42750,6720,3761,70952.36,444337,3,16,10347
YT00669,Film & Animation creator video 669: trending ideas,Entertainment,Film & Animation,Canada,Brand,2025-07-16,2025-07-24,262934,14699,981,262,53316.23,3926864,8,3,4469
